Row Labels,Targeting,Recency,Sum of Viewability,Sum of Active View: Measurable Impressions,Sum of Active View: Viewable Impressions,Sum of Impressions,Sum of Quotes,Sum of Spend,Viewgroup
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Start quote,24 hours,0.828996283,2152,1784,2184,26,10.659466,70%+
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Start quote,24 hours,0.810137457,1164,943,1188,16,5.63546,70%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Start quote,24 hours,0.806684142,1526,1231,1563,11,6.68886,70%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Start quote,24 hours,0.802696078,816,655,841,3,6.8155,70%+
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Start quote,24 hours,0.78335005,997,781,1048,9,9.843754,70%+
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Start quote,24 hours,0.78319209,1416,1109,1440,12,7.056928,70%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Start quote,24 hours,0.781767956,724,566,741,12,6.107536,70%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Start quote,24 hours,0.77943761,2276,1774,2358,29,9.818435,70%+
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Start quote,24 hours,0.770152505,918,707,932,18,7.440024,70%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Start quote,24 hours,0.75849963,5412,4105,5528,31,26.071905,70%+
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Start quote,24 hours,0.740005671,3527,2610,3604,38,17.177052,70%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Start quote,24 hours,0.723122239,4074,2946,4169,73,18.853041,70%+
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Start quote,24 hours,0.70599164,2153,1520,2182,15,10.312884,70%+
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Start quote,24 hours,0.701594533,878,616,926,8,9.312775,70%+
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Start quote,24 hours,0.7,20,14,21,,0.105544,60%+
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Start quote,24 hours,0.643410853,258,166,260,3,1.269026,60%+
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Start quote,24 hours,0.607609735,9409,5717,9559,68,41.594124,60%+
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Start quote,24 hours,0.602763385,579,349,587,17,2.399018,60%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Start quote,24 hours,0.593533487,866,514,890,5,4.333679,50%+
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Start quote,24 hours,0.592145015,331,196,332,4,1.254309,50%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Start quote,24 hours,0.590491169,8266,4881,8429,55,38.15325,50%+
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Start quote,24 hours,0.58869814,1398,823,1431,47,7.05729,50%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Start quote,24 hours,0.571428571,49,28,51,,0.181301,50%+
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Start quote,24 hours,0.559735023,17360,9717,17890,200,83.193831,50%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Start quote,24 hours,0.559471366,227,127,227,4,0.852714,50%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Start quote,24 hours,0.558912387,662,370,676,27,3.13175,50%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Start quote,24 hours,0.558381503,12975,7245,13258,90,55.658246,50%+
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Start quote,24 hours,0.558103638,9070,5062,9241,59,38.479186,50%+
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Start quote,24 hours,0.556103576,811,451,847,16,4.735688,50%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Start quote,24 hours,0.547085202,25199,13786,26079,219,119.269051,50%+
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Start quote,24 hours,0.545136082,7422,4046,7550,47,29.022769,50%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Start quote,24 hours,0.535864979,237,127,239,1,0.758728,50%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Start quote,24 hours,0.533218347,15654,8347,16146,181,75.282366,50%+
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Start quote,24 hours,0.529783204,14253,7551,14745,147,68.298365,50%+
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Start quote,24 hours,0.523809524,819,429,841,8,4.31167,50%+
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Start quote,24 hours,0.512421274,11432,5858,11903,73,52.767849,50%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Start quote,24 hours,0.510091743,2180,1112,2236,17,14.071076,50%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Start quote,24 hours,0.481406629,2474,1191,2572,13,15.006517,40%+
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Start quote,24 hours,0.477419355,1550,740,1570,29,6.705627,40%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Start quote,24 hours,0.476190476,21,10,22,,0.130247,40%+
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Start quote,24 hours,0.475660066,2424,1153,2476,20,14.633686,40%+
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Start quote,24 hours,0.463365539,2484,1151,2571,36,13.899513,40%+
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Start quote,24 hours,0.447368421,38,17,38,,0.208272,40%+
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Start quote,24 hours,0.417302799,393,164,397,2,2.676089,40%+
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Start quote,24 hours,0.399363658,16972,6778,17246,134,79.809102,30%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Start quote,24 hours,0.392312041,1769,694,1780,12,6.993283,30%+
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Start quote,24 hours,0.391347588,14077,5509,14288,92,63.547362,30%+
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Start quote,24 hours,0.390358613,1701,664,1723,20,7.912551,30%+
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Start quote,24 hours,0.374744167,19544,7324,19900,148,88.245244,30%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Start quote,24 hours,0.373993688,15527,5807,15774,121,73.215934,30%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Start quote,24 hours,0.351745429,21055,7406,21405,107,98.767095,30%+
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Start quote,24 hours,0.349087003,4655,1625,4772,50,30.056195,30%+
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Start quote,24 hours,0.335994194,2756,926,2867,11,18.93197,30%+
Start quote_24 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Start quote,24 hours,0.333607062,4871,1625,5052,34,31.064783,30%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Start quote,24 hours,0.306779274,4381,1344,4507,50,29.26622,30%+
Start quote_24 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Start quote,24 hours,0.293628809,1444,424,1454,34,5.995097,-30%
Start quote_24 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Start quote,24 hours,0.286971831,2272,652,2305,30,9.422674,-30%
Start quote_24 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Start quote,24 hours,0.281656146,5386,1517,5589,46,38.363915,-30%
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Start quote,24 hours,0.220256254,4917,1083,5103,36,36.600898,-30%
Start quote_24 hours_O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P6H335_VIVAKI AOD_Desktop_300 x 250,Start quote,24 hours,#DIV/0!,0,0,0,2,0,#DIV/0!
Start quote_24 hours_O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours_P6H338_VIVAKI AOD_Desktop_728 x 90,Start quote,24 hours,#DIV/0!,0,0,0,2,0,#DIV/0!
Start quote_24 hours_O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours_P6H33B_VIVAKI AOD_Desktop_160 x 600,Start quote,24 hours,#DIV/0!,0,0,0,1,0,#DIV/0!
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Start quote,,0.835935371,25685,21471,26124,23,121.147414,70%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Start quote,,0.821752266,16219,13328,16478,9,74.055,70%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Start quote,,0.816095669,15470,12625,15670,7,68.804713,70%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Start quote,,0.802194514,20050,16084,20439,6,92.026774,70%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Start quote,,0.801022666,20339,16292,20933,5,91.9535,70%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Start quote,,0.795662913,23887,19006,24690,9,100.993613,70%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Start quote,,0.79051701,7466,5902,7651,5,57.057837,70%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Start quote,,0.789225955,38667,30517,40234,102,180.823057,70%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Start quote,,0.788109927,8915,7026,9124,3,70.04917,70%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Start quote,,0.784622426,10925,8572,11121,2,85.339458,70%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Start quote,,0.775793651,41832,32453,42684,121,203.410204,70%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Start quote,,0.770747186,59249,45666,60950,15,274.846426,70%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Start quote,,0.749304052,45262,33915,46094,17,201.614137,70%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Start quote,,0.748345214,7856,5879,8180,5,65.876128,70%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Start quote,,0.746785796,52268,39033,53391,177,235.008068,70%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Start quote,,0.74210235,52389,38878,53457,10,245.270378,70%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Start quote,,0.731133063,57296,41891,58527,157,256.143914,70%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Start quote,,0.720508672,57483,41417,59177,119,270.257095,70%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Start quote,,0.702115939,30861,21668,31382,12,145.656791,70%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Start quote,,0.64342434,22416,14423,25238,56,153.232571,60%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Start quote,,0.637081946,20123,12820,22634,48,142.127753,60%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Start quote,,0.628573572,79997,50284,82025,26,314.141905,60%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Start quote,,0.617727332,23083,14259,26665,58,179.719846,60%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Start quote,,0.607438984,81167,49304,83183,35,311.302724,60%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Start quote,,0.593855017,2083,1237,2121,1,9.304377,50%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Start quote,,0.593023256,602,357,613,1,2.606525,50%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Start quote,,0.59042137,17894,10565,20431,56,142.290291,50%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Start quote,,0.584816463,3596,2103,3734,1,28.293527,50%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Start quote,,0.584784601,1091,638,1099,,5.29448,50%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Start quote,,0.578987578,35341,20462,35881,12,134.5034,50%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Start quote,,0.571508936,23109,13207,27022,80,192.198009,50%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Start quote,,0.567608862,1309,743,1314,1,5.697319,50%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Start quote,,0.559105431,313,175,319,,1.479702,50%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Start quote,,0.557450929,26849,14967,31367,53,228.006521,50%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Start quote,,0.550359712,278,153,283,,1.471255,50%+
