Month,Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,Public Inventory,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),Media Cost (Advertiser Currency)
2016/08,Aviva_UK_Zenith,3601,Active,,Yes,GBP,28968986,17265,116806.841119,75455.225995
2016/09,Molson Coors_UK_Zenith (DCM),676041,Active,,No,GBP,466468,401,7063.072248,4944.210894
2016/05,MOHG_UK_Blue449 DFA USD,542441,Active,,No,USD,35242,20,216.920127,150.667780
2016/07,Next_UK_Zenith,378754,Active,,No,GBP,11725894,13982,57760.755872,40135.944374
2016/08,Lombard_UK_Zenith,883545,Active,,Yes,GBP,9594973,14294,14431.091107,10006.736176
2016/08,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,39387423,38752,198846.419162,133877.005153
2016/09,Swarovski_UK_Zenith,144532,Active,,Yes,GBP,8071553,7801,37696.767680,22591.164887
2016/01,Calor Gas_UK_Blue449,355235,Active,,Yes,GBP,2568403,1586,4958.632765,3471.622388
2016/11,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,1985976,6748,10420.307651,7075.167277
2016/08,Christies_UK_Zenith International,914143,Active,,Yes,GBP,2491790,1722,10061.235012,6296.252920
2016/09,Birds Eye_UK_Zenith,1225156,Active,,Yes,GBP,998074,1509,13585.521450,9510.047608
2016/04,Vision Express_UK_Blue449,459281,Active,,Yes,GBP,383692,1481,4552.243388,3186.631555
2016/09,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,20611941,44194,190224.785986,132474.089813
2016/07,Omega_UK_Zenith,201041,Active,,No,GBP,1987152,4851,14316.156784,9988.948946
2016/02,EastMidlandsTrains_UK_Blue449,717237,Active,,No,GBP,31705,65,205.996778,144.154722
2016/08,Aviva_UK_Zenith,3601,Active,,No,GBP,4976578,5395,23164.812652,15104.897102
2016/09,BBC Store_UK_Zenith,813934,Active,,No,GBP,73067,69,305.242249,213.672181
2016/01,Travelodge_UK_Starcom,144333,Active,,Yes,GBP,74,0,0.063787,0.037626
2016/04,Net-A-Porter_UK_Zenith,633491,Active,,No,GBP,128271,139,833.551394,583.493091
2016/08,Costa_UK_Zenith,586631,Active,,No,GBP,1206322,1692,3559.173323,2229.744125
2016/11,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,2187060,27750,34800.125160,24287.003186
2016/09,SCA_UK_Zenith,543450,Active,,No,GBP,765918,723,5698.116007,3948.121229
2016/02,Qantas_UK_Zenith,213534,Active,,No,GBP,104382,60,553.332070,384.298163
2016/07,Costa_UK_Zenith,586631,Active,,No,GBP,1780599,2498,3759.374932,2565.117820
2016/12,John Frieda_UK_Zenith,272335,Active,,Yes,GBP,1628761,1064,9985.665621,7326.111368
2016/02,Swarovski_UK_Zenith,144532,Active,,No,GBP,1154606,1581,12749.167207,8924.525937
2016/06,NAS_UK_Zenith,997302,Active,,No,GBP,8787,10,34.354763,22.701764
2016/09,Qantas_UK_Zenith,213534,Active,,No,GBP,24491,30,127.527640,88.522288
2016/10,Costa_UK_Zenith,586631,Active,,No,GBP,1132377,3858,22795.635443,18058.967313
2016/11,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,19161648,60991,155128.500474,107712.455553
2016/03,BBC Store_UK_Zenith,813934,Active,,No,GBP,1351881,907,4833.991654,2992.343024
2016/05,KFC_UK_Blue449,595178,Active,,Yes,GBP,2260493,7186,20033.202018,14023.510664
2016/08,Molson Coors_UK_Zenith (DCM),676041,Active,,No,GBP,15876,12,240.344465,168.243178
2016/12,Toyota_UK_Zenith,5071,Active,,No,GBP,10490750,12459,98885.651905,68422.726385
2016/03,MOHG_UK_Blue449 DFA USD,542441,Active,,No,USD,343665,1041,1678.644554,1170.928507
2016/05,Harvey Nichols_UK_Zenith,662673,Active,,No,GBP,69994,72,306.529637,203.953380
2016/09,Lexus (Non DFA)_UK_Zenith,461838,Active,,No,GBP,200798,1340,4843.072220,3390.191915
2016/10,Swarovski_UK_Zenith,144532,Active,,No,GBP,52676,1439,980.301157,684.738410
2016/12,Net-A-Porter_UK_Zenith,633491,Active,,No,GBP,167689,146,874.770445,521.614138
2016/03,EastMidlandsTrains_UK_Blue449,717237,Active,,No,GBP,56211,51,206.344592,144.442976
2016/09,Costa_UK_Zenith,586631,Active,,No,GBP,379804,793,1032.964219,686.177983
2016/11,ACER USD_UK_Zenith International,290566,Active,,Yes,USD,1135897,1338,6081.324501,4256.979065
2016/03,Cineworld_UK_Starcom,188063,Active,,No,GBP,7630,5,26.308239,18.065992
2016/10,Lexus_UK_Zenith,5072,Active,,No,GBP,3831678,3997,44537.871530,31318.174566
2016/01,Vision Express_UK_Blue449,459281,Active,,Yes,GBP,520395,2355,2983.167149,2088.257099
2016/03,Elemis_UK_Zenith,960943,Active,,No,GBP,78589,110,302.675195,191.415663
2016/04,Omega_UK_Zenith,201041,Active,,Yes,GBP,279989,223,4639.535152,3247.736963
2016/07,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,49981724,22885,123761.232879,81750.088361
2016/07,Sanofi_UK_Zenith,7258,Active,,Yes,GBP,3443568,2169,12395.756588,8350.379016
2016/01,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,3629848,19754,39566.324635,25947.117434
2016/01,Helly Hansen_UK_Starcom,486461,Active,,Yes,GBP,217364,144,728.325245,509.835130
2016/05,MOHG_UK_Blue449,332932,Active,,No,USD,372181,803,6568.284308,4597.591242
2016/05,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,6901117,4480,17597.550039,11534.286414
2016/11,Hästens_UK_Zenith,1171837,Active,,No,GBP,65601,84,737.227986,516.065885
2016/05,Coty_UK_Zenith,737469,Active,,No,GBP,398299,287,1632.406706,1110.761286
2016/06,Lombard_UK_Zenith,883545,Active,,Yes,GBP,5116700,5732,8868.684102,6115.631014
2016/06,Molson Coors_UK_Zenith (DCM),676041,Active,,Yes,GBP,2965488,1296,57358.300435,40151.581215
2016/11,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,73074445,26024,177127.121039,119225.414419
2016/06,Aviva_UK_Zenith,3601,Active,,No,GBP,3497388,9275,21286.820628,14051.790240
2016/09,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,18599764,5280,43115.023505,31243.148642
2016/10,Molson Coors_UK_Zenith (DCM),676041,Active,,Yes,GBP,868818,442,13205.650060,9244.132529
2016/02,Omega_UK_Zenith (non DCM),707641,Active,,No,GBP,3174,27,79.507877,54.680002
2016/09,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,84346061,38615,161810.703768,110080.358507
2016/11,Citizen_UK_Zenith,222935,Active,,No,GBP,1488968,5207,9452.912167,6352.361569
2016/02,Honda_UK_Starcom,400660,Active,,Yes,GBP,9763020,4690,25590.592271,17373.235396
2016/04,Vemedia_UK_Zenith,639653,Active,,No,GBP,26,0,0.098196,0.068738
2016/07,Aviva_UK_Zenith,3601,Active,,Yes,GBP,22732732,10173,80557.168452,51603.697235
2016/07,Lexus_UK_Zenith,5072,Active,,Yes,GBP,1936617,3022,10860.774989,7502.538789
2016/02,IAMS_UK_Starcom,724439,Active,,No,GBP,557,0,3.866006,2.656917
2016/03,Christies_UK_Zenith International,914143,Active,,No,GBP,375452,589,2722.228193,1858.406554
2016/06,Lexus_UK_Zenith,5072,Active,,No,GBP,2816578,4349,33987.252350,23809.465698
2016/06,Net-A-Porter_UK_Zenith,633491,Active,,Yes,GBP,909138,617,7960.108670,5572.147111
2016/09,Sanofi_UK_Zenith,7258,Active,,No,GBP,0,1,0.000000,0.000000
2016/10,Net-A-Porter_UK_Zenith,633491,Active,,Yes,GBP,809802,381,7115.110401,4845.648720
2016/02,Qantas_UK_Zenith International,475267,Active,,No,GBP,3546,0,11.286924,7.376535
2016/01,Samsung_UK_Starcom,5282,Active,,No,GBP,453,0,1.306426,0.799833
2016/03,Qantas_UK_Zenith,213534,Active,,No,GBP,309113,248,1538.972141,1031.408739
2016/07,Staples_UK_Zenith International_EUR,507840,Active,,Yes,EUR,633119,373,2644.055015,1837.303876
2016/04,Delta Airline_UK_Zenith International,117532,Active,,No,GBP,83882,143,410.110797,287.081060
2016/05,Alexander McQueen_UK_Zenith (non-DCM),1074433,Active,,No,GBP,238428,467,2849.608609,1994.750361
2016/10,Hästens_UK_Zenith,1171837,Active,,Yes,GBP,488948,1093,3683.529984,2578.502448
2016/10,Elemis_UK_Zenith,960943,Active,,No,GBP,125169,170,571.675277,366.733381
2017/01,SCA_UK_Zenith,543450,Active,,Yes,GBP,5182450,5446,39394.217205,27576.481512
2016/05,SCA_UK_Zenith (non-DCM),707139,Active,,No,GBP,158198,909,4316.840291,3021.825063
2016/10,BBC Store_UK_Zenith,813934,Active,,No,GBP,104669,187,467.935103,327.558567
2016/10,SCA_UK_Zenith,543450,Active,,No,GBP,676599,671,5225.803314,3637.665933
2016/01,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,11453829,21657,65537.644177,45226.295389
2016/03,Vision Express_UK_Blue449,459281,Active,,Yes,GBP,1384340,7633,11615.974703,8131.338414
2016/04,National Geographic_UK_Blue449,420233,Active,,No,GBP,638397,910,3907.187643,2532.262431
2016/06,Maxxium_UK_Zenith_Non-DCM,1117458,Active,,Yes,GBP,970675,579,9765.548537,6829.226721
2016/07,Vemedia_UK_Zenith,639653,Active,,Yes,GBP,64459,34,192.800518,134.962010
2016/09,Qantas_UK_Zenith International,475267,Active,,Yes,GBP,1668236,1335,6052.757494,4236.981945
2016/08,Staples_UK_Zenith International_EUR,507840,Active,,No,EUR,1379378,1083,9507.950182,6649.251923
2016/12,ACER USD_UK_Zenith International,290566,Active,,Yes,USD,22169010,14999,62508.273902,40238.477444
2016/08,Qantas_UK_Zenith International,475267,Active,,Yes,GBP,2303882,1757,8518.656960,5963.228667
2016/05,International Watch Company_UK_Zenith,295448,Active,,No,GBP,97144,262,2413.488477,1688.971419
2016/06,Aviva_UK_Zenith,3601,Active,,Yes,GBP,35690668,20059,101186.063781,65697.648684
2016/06,Qantas_UK_Zenith International,475267,Active,,Yes,GBP,632059,744,2198.693522,1539.104244
2016/01,HomeAway_UK_Zenith,628532,Active,,Yes,GBP,1004756,1188,6801.599876,4350.745830
2016/03,P&O_UK_Starcom,423260,Active,,Yes,GBP,44329,32,389.620707,272.742289
2016/10,Gucci_UK_Zenith,8485,Active,,No,GBP,213128,213,1443.356478,1010.361855
2016/01,CarphoneWarehouse2_UK_Blue449,573839,Active,,Yes,GBP,46291784,51917,82856.686132,56935.541617
2016/10,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,228476,1393,3306.660218,2150.821362
2016/01,Piaget_UK_Zenith,637863,Active,,Yes,GBP,3,0,0.012157,0.008510
2016/08,Christies_UK_Zenith International,914143,Active,,No,GBP,261431,369,3086.009745,2116.789649
2016/04,Centerparcs_UK_Blue449,414245,Active,,No,GBP,443539,560,1178.864078,776.351726
2016/06,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,15875952,17536,114043.429627,78556.064119
2016/10,Christies_UK_Zenith International,914143,Active,,Yes,GBP,34649348,18468,93678.117435,61996.602042
2016/01,Sony_UK_Blue449,711037,Active,,Yes,GBP,1704816,13755,14807.336288,10365.264995
2016/07,Lombard_UK_Zenith,883545,Active,,Yes,GBP,15040010,12891,16571.687826,11499.678556
2016/08,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,5081717,1537,31737.504098,21983.499735
2016/07,Aviva_UK_Zenith,3601,Active,,No,GBP,3044116,2343,13175.418900,8510.844721
2016/08,ACER_UK_Zenith,283933,Active,,Yes,GBP,3602972,2345,17572.928219,11348.594504
2016/09,Christies_UK_Zenith International,914143,Active,,Yes,GBP,37519838,19069,102816.123478,68052.307565
2016/12,Swarovski_UK_Zenith,144532,Active,,No,GBP,2515869,18093,22312.619264,15353.120070
2016/02,Omega_UK_Zenith,201041,Active,,Yes,GBP,9118866,11037,35021.006321,23720.821337
2016/12,Costa_UK_Zenith,586631,Active,,No,GBP,12890,17,62.326841,34.573335
2016/07,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,59218101,28127,150119.560915,105956.176714
2016/09,Staples_UK_Zenith International_EUR,507840,Active,,Yes,EUR,2611900,3523,17730.865150,11678.426998
2016/09,Staples_UK_Zenith International_GBP,1212433,Active,,No,GBP,623296,407,4607.401470,3196.991403
2016/11,BBC Store_UK_Zenith,813934,Active,,No,GBP,86074,112,555.849739,389.099565
2016/02,Lexus (Non DFA)_UK_Zenith,461838,Active,,No,GBP,1320757,14584,20730.359318,14511.575114
2016/03,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,4014187,3206,22731.104793,15911.967493
2016/06,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,1160770,1276,7659.194650,5361.501667
2016/07,ACER USD_UK_Zenith International,290566,Active,,No,USD,12226,4,46.911148,32.407435
2016/08,Staples_UK_Zenith International_EUR,507840,Active,,Yes,EUR,5663286,3523,39325.319172,25846.300850
2016/09,Gucci_UK_Zenith,8485,Active,,Yes,GBP,63047,120,336.534937,235.577332
2016/09,Staples_UK_Zenith International_EUR,507840,Active,,No,EUR,279809,186,2087.137241,1451.731963
2016/12,Delta Airline_UK_Zenith International,117532,Active,,No,GBP,9698590,31342,151987.908050,104755.017019
2016/04,Qantas_UK_Zenith,213534,Active,,Yes,GBP,4177179,3852,22908.900298,16020.109483
2016/07,Elemis_UK_Zenith,960943,Active,,Yes,GBP,485994,723,2317.798792,1611.345353
2016/02,Lexus_UK_Zenith,5072,Active,,No,GBP,5601051,8582,72564.178870,50793.758309
2016/04,National Geographic_UK_Blue449,420233,Active,,Yes,GBP,2098028,15071,12166.224027,8007.423575
2016/06,Qantas_UK_Zenith International,475267,Active,,No,GBP,1306,0,4.035611,2.824962
2016/02,Elemis_UK_Zenith,960943,Active,,Yes,GBP,11107,11,41.867949,29.053174
2016/02,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,2550518,5348,29400.325020,20138.579768
2016/03,Tetley Tea_UK_Starcom,443184,Active,,Yes,GBP,724403,350,12920.011416,8886.266803
2016/04,Aviva_UK_Zenith,3601,Active,,Yes,GBP,33446684,20941,126541.347167,79139.997613
2016/05,SCA_UK_Zenith (non-DCM),707139,Active,,Yes,GBP,406164,684,6334.563385,4207.401846
2016/11,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,234786,1589,3588.332893,2352.586056
2016/11,Toyota_UK_Zenith,5071,Active,,No,GBP,13895992,16515,146889.737031,102842.347034
2016/01,CarphoneWarehouse2_UK_Blue449,573839,Active,,No,GBP,2265898,9060,12111.393319,8464.507795
2016/04,EastMidlandsTrains_UK_Blue449,717237,Active,,No,GBP,24425,17,90.738770,63.517912
2016/10,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,892,7,21.281127,14.677859
2016/11,Net-A-Porter_UK_Zenith,633491,Active,,No,GBP,150947,92,882.565485,558.478780
2017/01,Next_UK_Zenith,378754,Active,,No,GBP,13240817,36659,63570.839227,44261.831790
2016/02,Ladbrokes_UK_Blue449_ DCM LINKED,745235,Active,,Yes,GBP,0,3,0.000000,0.000000
2016/11,Next_UK_Zenith,378754,Active,,Yes,GBP,332963393,264512,567239.244021,371641.230022
2016/12,Omega_UK_Zenith,201041,Active,,Yes,GBP,14608923,10813,40809.238914,28233.640380
2016/02,Haribo_UK_Blue449,398744,Active,,No,GBP,46815,395,1308.287696,915.812561
2016/09,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,190670,721,2073.441407,1291.192840
2016/01,Qantas_UK_Zenith,213534,Active,,No,GBP,341213,125,1991.375954,1390.953278
2016/05,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,658799,8337,13341.500805,9339.291354
2016/02,Bottega Veneta_UK_Zenith,789538,Active,,Yes,GBP,43246,31,207.503314,145.261132
2016/09,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,47474143,41790,238285.685804,159262.441636
2016/12,ACER_UK_Zenith,283933,Active,,Yes,GBP,142965790,106833,370257.979670,233913.409178
2016/02,FoxInternational_UK_Blue449,396937,Active,,No,GBP,213173,1290,2238.403109,1564.954745
2016/02,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,14534837,12356,48533.390825,30063.203114
2016/03,DSG_UK_Blue449,341246,Active,,No,GBP,1349278,1656,8214.647592,5737.261737
2016/03,Calor Gas_UK_Blue449,355235,Active,,Yes,GBP,2918205,2334,10005.235933,7986.817166
2016/01,Staples_UK_Zenith International_EUR,507840,Active,,No,EUR,987072,21609,9897.384104,6928.275078
2016/02,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,27846547,16151,120417.439854,79333.186924
2016/10,Lexus Pan Euro_UK_Zenith International DCM Parent,812132,Active,,Yes,EUR,8837954,15476,119444.110772,87631.700375
2016/03,HomeAway_UK_Zenith,628532,Active,,Yes,GBP,1052474,794,5428.319516,3432.393651
2016/10,Swarovski_UK_Zenith,144532,Active,,Yes,GBP,539801,516,1224.471737,738.514950
2016/06,Coty_UK_Zenith,737469,Active,,Yes,GBP,10560683,16847,35464.042767,24685.849720
2016/02,Lexus Pan Euro_UK_Zenith International DCM Parent,812132,Active,,Yes,EUR,7669847,6996,61038.658884,41793.776422
2016/08,Lexus_UK_Zenith,5072,Active,,No,GBP,3720710,4900,45388.783645,32013.889398
2016/10,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,27767291,25308,139000.363546,93875.773820
2016/05,Molson Coors_UK_Zenith (DCM),676041,Active,,No,GBP,95274,2132,2239.742784,1567.839075
2016/06,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,7330776,4986,20429.321856,13293.060324
2016/06,Toyota_UK_Zenith,5071,Active,,No,GBP,10799532,17099,111551.204247,78010.560736
2016/08,ACER_UK_Zenith,283933,Active,,No,GBP,582798,1272,6050.277693,4192.914817
2016/04,DSG_UK_Blue449,341246,Active,,Yes,GBP,14510200,7043,29564.158696,20616.578074
2016/09,Lombard_UK_Zenith,883545,Active,,Yes,GBP,8888570,7386,15223.962333,10548.049812
2016/07,Entertainment One_UK_Zenith,8451,Active,,No,GBP,2028994,26767,44198.183470,30476.772809
2016/09,Christies_UK_Zenith International,914143,Active,,No,GBP,2208430,2224,18228.619925,12572.212281
2016/11,Lexus_UK_Zenith,5072,Active,,Yes,GBP,998093,1131,6803.754191,4400.714687
2016/07,Maxxium_UK_Zenith_Non-DCM,1117458,Active,,No,GBP,324623,2085,5338.408853,3736.956000
2016/01,Honda_UK_Starcom,400660,Active,,No,GBP,2487153,1936,12177.337337,8520.357646
2016/12,Citizen_UK_Zenith,222935,Active,,No,GBP,2326247,5600,14796.250193,9944.569912
2016/03,Cineworld_UK_Starcom,188063,Active,,Yes,GBP,120065,24,353.566142,241.991751
2016/04,Calor Gas_UK_Blue449,355235,Active,,No,GBP,1688620,627,9672.552477,6773.325339
2016/12,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,231886,1244,2696.165922,1782.255730
2017/01,Net-A-Porter_UK_Zenith,633491,Active,,Yes,GBP,799252,747,6776.263263,4426.274733
2016/05,Calor Gas_UK_Blue449,355235,Active,,No,GBP,43922,12,262.267020,183.633497
2016/11,ACER_UK_Zenith,283933,Active,,No,GBP,2190667,2535,13035.057428,9073.382246
2016/02,EastMidlandsTrains_UK_Blue449,717237,Active,,Yes,GBP,5304849,12805,48414.341510,33874.499619
2016/04,MOHG_UK_Blue449,332932,Active,,No,USD,2190628,4987,43313.670391,30318.188814
2016/08,Costa_UK_Zenith,586631,Active,,Yes,GBP,5286171,36758,13882.305153,8184.032716
2016/08,Qantas_UK_Zenith,213534,Active,,No,GBP,19640,22,103.567521,71.814031
2016/08,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,5197948,27510,34837.948792,22787.504590
2017/01,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,1573438,2138,7738.631422,5418.315737
2016/04,Coty_UK_Zenith,737469,Active,,Yes,GBP,3713918,5076,11829.968513,8230.187919
2016/05,MOHG_UK_Blue449,332932,Active,,Yes,USD,1972572,4106,9073.816733,6283.977211
2016/04,MOHG_UK_Blue449 DFA USD,542441,Active,,Yes,USD,9614571,5291,36102.935784,24111.353798
2016/03,Boots_UK_Blue449,402838,Active,,Yes,GBP,7113267,1316,12517.353024,8762.315353
2016/02,NetworkRail_UK_Blue449,497772,Active,,Yes,GBP,223198,901,708.293925,471.665060
2016/01,MOHG_UK_Blue449 DFA USD,542441,Active,,No,USD,86175,106,670.984908,464.413379
2016/04,Centerparcs_UK_Blue449,414245,Active,,Yes,GBP,5120724,3241,12183.700565,7690.465509
2016/10,Maxxium_UK_Zenith_Non-DCM,1117458,Active,,Yes,GBP,205461,180,2999.917390,2099.982493
2016/08,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,36210905,14024,86005.667197,58374.195058
2016/06,ACER USD_UK_Zenith International,290566,Active,,Yes,USD,106700071,46652,239081.089759,165085.118996
2016/11,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,42097914,20786,167620.286517,121074.717480
2016/04,Disney Worldwide_UK_Blue449,357260,Active,,No,GBP,1308053,794,5314.024586,3715.268426
2016/05,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,8514120,7921,53093.941176,36453.555899
2016/08,Toyota_UK_Zenith,5071,Active,,Yes,GBP,13305910,15912,65757.822782,43865.802413
2016/05,Swarovski_UK_Zenith,144532,Active,,No,GBP,230216,90,1257.853093,502.490207
2016/11,Costa_UK_Zenith,586631,Active,,Yes,GBP,4120677,15754,12308.366914,8235.875539
2016/05,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,1718922,26756,31889.595278,22316.641660
2016/02,DSG_UK_Blue449,341246,Active,,No,GBP,996422,1854,4777.064057,3328.262937
2016/04,Lexus Pan Euro_UK_Zenith International DCM Parent,812132,Active,,Yes,EUR,3,4,0.011397,0.007086
2016/06,Staples_UK_Zenith International_EUR,507840,Active,,Yes,EUR,7834389,5139,33932.429716,23478.992715
2016/04,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,12344163,9250,25525.976815,17153.236483
2016/06,Harvey Nichols_UK_Zenith,662673,Active,,Yes,GBP,1,1,0.000870,0.000406
2016/10,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,1804098,16531,29838.778231,20819.625880
2016/06,SCA_UK_Zenith (non-DCM),707139,Active,,Yes,GBP,525767,3550,8939.717401,6257.878531
2016/08,NAS_UK_Zenith,997302,Active,,No,GBP,8095,23,29.014783,19.952941
2017/01,Birds Eye_UK_Zenith,1225156,Active,,Yes,GBP,2450809,4586,24931.307019,17444.128883
2016/10,Hästens_UK_Zenith,1171837,Active,,No,GBP,78602,106,922.706227,645.902238
2016/02,Swarovski_UK_Zenith,144532,Active,,Yes,GBP,8417507,4648,43020.533226,30929.781734
2016/02,Toyota_UK_Zenith,5071,Active,,No,GBP,11430486,9126,81412.701206,56944.832626
2016/03,MOHG_UK_Blue449 DFA USD,542441,Active,,Yes,USD,9130607,3181,35898.821479,24062.104742
2016/05,Toyota_UK_Zenith,5071,Active,,No,GBP,6613862,7839,66831.746969,46867.175802
2016/09,Gucci_UK_Zenith,8485,Active,,No,GBP,275462,424,2008.201659,1405.758314
2016/09,Lexus (Non DFA)_UK_Zenith,461838,Active,,Yes,GBP,848130,1186,11437.055322,7146.276954
2016/11,ACER_UK_Zenith,283933,Active,,Yes,GBP,24142571,17353,56323.768150,37238.433316
2016/11,Molson Coors_UK_Zenith (DCM),676041,Active,,No,GBP,553904,749,8386.679272,5870.747091
2016/08,SCA_UK_Zenith,543450,Active,,Yes,GBP,1869356,1090,5981.280404,4057.771232
2016/01,FoxInternational_UK_Blue449,396937,Active,,No,GBP,386570,1176,3000.705673,2097.191777
2016/01,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,1093332,36344,22721.372863,15901.628208
2016/03,Swarovski_UK_Zenith,144532,Active,,Yes,GBP,5144483,3592,25374.620966,17368.206546
2016/05,Calor Gas_UK_Blue449,355235,Active,,Yes,GBP,245,1,0.716970,0.501885
2016/08,Aurum_UK_Zenith,829450,Active,,No,GBP,1147124,13783,9536.670124,6675.750520
2016/12,Maxxium_UK_Zenith_Non-DCM,1117458,Active,,Yes,GBP,494824,383,5195.787556,3637.121122
2016/10,Gucci_UK_Zenith,8485,Active,,Yes,GBP,44222,86,231.941480,162.361020
2016/04,Vemedia_UK_Zenith,639653,Active,,Yes,GBP,125298,489,1473.612969,999.938668
2016/06,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,1537099,20350,31624.862063,22137.673513
2016/03,Next_UK_Zenith,378754,Active,,No,GBP,32777671,30406,138638.160887,96415.665569
2016/11,Delta Airline_UK_Zenith International,117532,Active,,No,GBP,6733671,15146,75899.182198,50749.282417
2017/01,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,4936403,31019,38876.609136,27220.306379
2016/06,Vemedia_UK_Zenith,639653,Active,,Yes,GBP,1488752,2700,7675.723216,5320.521869
2016/12,Christies_UK_Zenith International,914143,Active,,No,GBP,1953105,2867,23157.117571,16123.790134
2016/01,FoxInternational_UK_Blue449,396937,Active,,Yes,GBP,9958654,8369,20096.447963,13852.946473
2016/02,Omega_UK_Zenith,201041,Active,,No,GBP,1139,3,5.600782,3.301420
2016/07,International Watch Company_UK_Zenith,295448,Active,,No,GBP,232193,618,5933.866193,4152.509296
2016/10,ACER USD_UK_Zenith International,290566,Active,,No,USD,1115,0,5.220016,3.293230
2016/04,Elemis_UK_Zenith,960943,Active,,Yes,GBP,2729999,2445,10725.369464,7099.385094
2016/01,Aviva_UK_Zenith,3601,Active,,No,GBP,2726651,8800,13514.791227,9236.818982
2016/02,Flybe_UK_Starcom,2536,Active,,Yes,GBP,2073191,804,9022.934989,6221.033597
2016/04,Dixons_UK_Blue449-DCM,662172,Active,,No,GBP,9570795,3725,26360.440011,18452.549967
2016/06,ACER USD_UK_Zenith International,290566,Active,,No,USD,18221,8,71.638008,48.858550
2017/01,Lexus_UK_Zenith,5072,Active,,No,GBP,3014481,4016,35296.614186,24557.852559
2016/01,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,106368,84,796.472843,544.650525
2016/04,NetworkRail_UK_Blue449,497772,Active,,Yes,GBP,618469,776,2821.124710,1974.811375
2016/05,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,1965062,2954,10954.468749,7548.405891
2016/06,Pomellato_UK_Zenith,1125852,Active,,Yes,GBP,84884,30,515.979750,361.190231
2016/09,Net-A-Porter_UK_Zenith,633491,Active,,Yes,GBP,823616,454,7245.782952,5001.038304
2016/09,ACER_UK_Zenith,283933,Active,,Yes,GBP,25245388,20909,96879.124096,61739.625702
2016/10,Omega_UK_Zenith,201041,Active,,No,GBP,944720,1049,11557.364705,7940.827927
2016/05,Qantas_UK_Zenith,213534,Active,,Yes,GBP,1162752,1098,5552.607277,3796.542039
2016/08,Elemis_UK_Zenith,960943,Active,,No,GBP,41883,90,189.142388,131.440672
2016/12,Hästens_UK_Zenith,1171837,Active,,Yes,GBP,508518,1255,4098.258662,2868.816064
2016/01,Dixons_UK_Blue449-DCM,662172,Active,,Yes,GBP,46074818,28114,76631.857124,53642.976848
2016/01,Helly Hansen_UK_Starcom,486461,Active,,No,GBP,516,1,1.781810,1.247282
2016/04,Swarovski_UK_Zenith,144532,Active,,Yes,GBP,3880516,9174,23415.948373,12710.131674
