Month,Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,Public Inventory,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),Media Cost (Advertiser Currency)
2016/09,Lexus_UK_Zenith,5072,Active,,No,GBP,5808913,6603,59193.400477,41962.352441
2016/10,Elemis_UK_Zenith,960943,Active,,Yes,GBP,1648093,1540,5917.888843,3731.991593
2016/05,BBC Store_UK_Zenith,813934,Active,,Yes,GBP,7033237,4747,20290.242592,13807.085379
2016/12,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,99075164,39745,221795.015871,149442.241644
2016/01,Lidl_UK_Starcom NEW,707063,Active,,No,GBP,236901,261,3480.184854,2393.945254
2016/03,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,13941131,62985,93363.279550,64197.699721
2017/01,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,238517,601,3612.160178,2529.036493
2016/03,Haribo_UK_Blue449,398744,Active,,No,GBP,176250,666,3128.650787,2190.086502
2016/05,Costa_UK_Zenith,586631,Active,,Yes,GBP,4660607,16849,14058.618099,8684.990005
2016/06,Mont Blanc_UK_Zenith,265734,Active,,No,GBP,59717,3362,1457.561362,1020.305401
2016/11,Coty_UK_Zenith (non DCM),800232,Active,,Yes,GBP,683062,213,2991.848367,2094.319414
2016/02,MOHG_UK_Blue449,332932,Active,,Yes,USD,6968263,18251,56543.817391,39315.804663
2016/12,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,9075567,9826,49492.487442,33293.494157
2016/03,Creative Content_UK_Zenith,790042,Active,,Yes,GBP,489081,152,9105.925100,6211.715038
2016/04,Christies_UK_Zenith International,914143,Active,,Yes,GBP,17246446,13294,81496.515950,54389.187935
2016/06,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,4372391,3718,18500.276084,12476.202008
2016/02,David Lloyd_UK_Blue449 EUR,644435,Active,,No,EUR,2668,7,15.616168,10.924570
2016/05,Centerparcs_UK_Blue449,414245,Active,,No,GBP,248821,310,731.027260,484.903410
2016/03,ACER_UK_Zenith,283933,Active,,No,GBP,375947,412,2228.028294,1549.676508
2016/03,KFC_UK_Blue449,595178,Active,,Yes,GBP,880273,5104,10398.607849,7276.000949
2016/05,Sanofi_UK_Zenith,7258,Active,,Yes,GBP,1447447,474,4508.924977,2869.144233
2016/07,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,5414172,8812,24521.770477,16586.005955
2016/11,Entertainment One_UK_Zenith,8451,Active,,No,GBP,5033504,50212,106885.423781,77886.053936
2016/03,BlueCross_UK_Blue449,733732,Active,,No,GBP,69583,35,229.280849,160.498552
2016/09,ACER_UK_Zenith,283933,Active,,No,GBP,9958000,25191,102274.112692,70198.542282
2017/01,Entertainment One_UK_Zenith,8451,Active,,No,GBP,925854,9640,17153.424716,11988.909839
2016/02,Next_UK_Zenith,378754,Active,,No,GBP,16346848,15087,70463.482711,49313.492222
2016/03,Net-A-Porter_UK_Zenith,633491,Active,,Yes,GBP,956431,1119,7631.277105,5341.960105
2016/06,Dixons_UK_Blue449-DCM,662172,Active,,Yes,GBP,5464220,3218,9289.412538,6502.674549
2016/03,Disneyland_UK_Blue449,600113,Active,,No,GBP,3061237,74368,48579.235315,33917.268129
2016/11,SCA_UK_Zenith,543450,Active,,No,GBP,783253,707,5060.119543,3527.681682
2016/12,Bottega Veneta (Non-DCM)_UK_Zenith,1423233,Active,,Yes,GBP,756600,258,6301.275434,4410.946577
2016/12,Elemis_UK_Zenith,960943,Active,,No,GBP,126574,189,583.194705,388.175411
2016/02,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,580046,6947,9934.264994,6954.060482
2016/08,Next_UK_Zenith,378754,Active,,No,GBP,21244404,24996,106596.038324,73916.655559
2016/09,Net-A-Porter_UK_Zenith,633491,Active,,No,GBP,188631,127,1131.559685,766.483274
2016/01,Samsung_UK_Starcom,5282,Active,,Yes,GBP,3260208,2299,17741.989639,12048.548594
2016/02,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,79122340,56286,197903.649683,128600.802812
2016/02,Unipart_UK_Blue449,388341,Active,,No,GBP,496439,617,3288.971753,2291.477433
2016/04,BBC Store_UK_Zenith,813934,Active,,Yes,GBP,9118493,5604,26742.553996,18289.838513
2016/06,TNTO_UK_Zenith,197434,Active,,No,GBP,715787,562,3337.057735,2028.717218
2016/09,Molson Coors_UK_Zenith (DCM),676041,Active,,Yes,GBP,973633,456,16206.216659,11344.569477
2016/01,Flybe_UK_Starcom,2536,Active,,No,GBP,9112,6,29.425456,20.180585
2017/01,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,188971,397,2314.227932,1489.069951
2016/06,MOHG_UK_Blue449 DFA USD,542441,Active,,No,USD,3615,3,26.782749,18.629835
2016/12,Aviva_UK_Zenith,3601,Active,,No,GBP,1888298,908,8706.040163,5546.021295
2016/01,Ladbrokes_UK_Blue449,415613,Active,,Yes,GBP,290275,685,2214.456925,1517.787442
2016/11,Toyota_UK_Zenith,5071,Active,,Yes,GBP,12420701,14974,67442.063936,42447.621905
2016/03,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,3478980,9077,37524.971313,24982.629151
2016/04,EastMidlandsTrains_UK_Blue449,717237,Active,,Yes,GBP,188697,115,700.454019,490.323795
2016/05,Net-A-Porter_UK_Zenith,633491,Active,,No,GBP,59509,86,424.629453,297.244245
2016/10,Lombard_UK_Zenith,883545,Active,,No,GBP,1300653,3181,12228.213316,8544.336377
2016/03,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,113657503,89818,253980.337800,167626.029244
2016/04,NAS_UK_Zenith,997302,Active,,Yes,GBP,614811,432,1985.850805,1322.110876
2016/07,MOHG_UK_Blue449 DFA USD,542441,Active,,Yes,USD,112090,107,1318.175414,919.355650
2016/12,Entertainment One_UK_Zenith,8451,Active,,No,GBP,1762820,22591,46248.549847,33816.943292
2016/07,Lexus (Non DFA)_UK_Zenith,461838,Active,,No,GBP,46471,326,1346.521533,942.576573
2016/02,Christies_UK_Zenith International,914143,Active,,No,GBP,710826,551,7196.841568,5023.557703
2016/06,Lombard_UK_Zenith (non DCM),896234,Active,,No,GBP,10310,0,274.585616,192.212276
2016/01,KFC_UK_Blue449,595178,Active,,No,GBP,2556784,16424,12806.819823,8966.052904
2016/03,DSG_UK_Blue449,341246,Active,,Yes,GBP,10752912,18205,54442.650261,37871.785336
2016/12,Fred Perry_UK_Zenith (non-DCM),1325145,Active,,Yes,GBP,219268,255,1871.681079,1310.201911
2016/12,Next_UK_Zenith,378754,Active,,No,GBP,20549994,124788,111493.682381,77379.178065
2016/01,Christies_UK_Zenith International,914143,Active,,No,GBP,318670,241,3652.380068,2548.178841
2016/02,Starcom_UK_Royal London,926451,Active,4978974,Yes,GBP,1616666,897,15912.217480,11018.319249
2016/03,David Lloyd_UK_Blue449 EUR,644435,Active,,No,EUR,225,1,1.306097,0.914279
2016/06,Dixons_UK_Blue449-DCM,662172,Active,,No,GBP,1120864,509,3089.000739,2162.327211
2016/02,Qantas_UK_Zenith International,475267,Active,,Yes,GBP,4973496,3374,19574.201576,12790.431211
2016/07,Hästens_UK_Zenith,1171837,Active,,Yes,GBP,587248,660,3601.569085,2521.130602
2016/07,TNTO_UK_Zenith,197434,Active,,Yes,GBP,22,4,0.019738,0.013817
2016/05,Elemis_UK_Zenith,960943,Active,,No,GBP,104343,102,780.061185,537.379822
2016/09,Costa_UK_Zenith,586631,Active,,Yes,GBP,1407797,11936,3581.825554,2160.303996
2016/05,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,45334868,33004,112974.416837,74813.203178
2016/12,Elemis_UK_Zenith,960943,Active,,Yes,GBP,871563,739,3540.661976,2343.557099
2016/04,Lexus_UK_Zenith,5072,Active,,No,GBP,1580559,2249,21340.884133,14968.194337
2016/08,KFC_UK_Blue449,595178,Active,,Yes,GBP,200901,772,1745.078468,1221.578382
2016/02,Unipart_UK_Blue449,388341,Active,,Yes,GBP,2427769,3814,12302.501897,8141.036875
2016/02,Net-A-Porter_UK_Zenith,633491,Active,,Yes,GBP,1079532,548,8187.086341,5731.032341
2016/01,DSG_UK_Blue449,341246,Active,,No,GBP,157116,614,1082.472866,754.703162
2016/03,Toyota_UK_Zenith,5071,Active,,Yes,GBP,38621090,26743,173591.222861,113233.827551
2016/10,Fred Perry_UK_Zenith (non-DCM),1325145,Active,,Yes,GBP,178014,592,2710.153493,1897.143870
2016/03,Centerparcs_UK_Blue449,414245,Active,,No,GBP,766991,3791,4978.966509,3142.364915
2016/01,Dunhill_UK_Zenith,913431,Active,,Yes,GBP,17787,21,272.383829,199.837882
2016/08,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,6512828,6133,15267.039921,10253.778078
2016/02,Dunhill_UK_Zenith,913431,Active,,Yes,GBP,48668,40,1017.957037,746.837207
2016/05,ACER_UK_Zenith,283933,Active,,Yes,GBP,3022221,2108,5882.077885,4117.506055
2016/07,Lombard_UK_Zenith (non DCM),896234,Active,,Yes,GBP,4,0,0.062329,0.043631
2016/08,Lombard_UK_Zenith (non DCM),896234,Active,,Yes,GBP,34,2,0.540922,0.378650
2017/01,Costa_UK_Zenith,586631,Active,,No,GBP,1144,0,5.790321,3.199529
2017/01,Oracle (USD)_UK_Zenith International,1469543,Active,,No,USD,194558,165,2083.547184,1103.727023
2016/02,SCA_UK_Zenith (non-DCM),707139,Active,,Yes,GBP,2519538,7267,27135.180888,18329.942576
2016/04,Elemis_UK_Zenith,960943,Active,,No,GBP,292003,269,1528.765722,1011.942144
2016/09,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,12338061,8361,61816.100926,40917.486315
2016/01,Sony_UK_Blue449,711037,Active,,No,GBP,87475,832,1877.514917,1314.281272
2016/07,SCA_UK_Zenith (non-DCM),707139,Active,,Yes,GBP,860011,12931,14564.961936,10150.894668
2016/06,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,4891547,14630,40407.813731,27915.823617
2016/02,Omega_UK_Zenith (non DCM),707641,Active,,Yes,GBP,251819,732,3447.971594,2365.914140
2016/07,Toyota_UK_Zenith,5071,Active,,Yes,GBP,8481625,9699,51346.247199,34414.910586
2016/01,Vacheron_UK_Zenith,357236,Active,,No,GBP,126354,284,1805.665108,1263.983985
2016/10,Christies_UK_Zenith International,914143,Active,,No,GBP,2238713,1930,19983.633299,13872.035839
2016/10,Delta Airline_UK_Zenith International,117532,Active,,No,GBP,248859,284,1555.689286,994.037959
2016/07,Next_UK_Zenith,378754,Active,,Yes,GBP,161031167,179450,461513.511001,304129.147970
2016/06,Lexus_UK_Zenith,5072,Active,,Yes,GBP,1784569,2497,11364.675142,7956.017019
2016/05,Mont Blanc_UK_Zenith,265734,Active,,No,GBP,4439,146,101.687128,71.181858
2016/03,Christies_UK_Zenith International,914143,Active,,Yes,GBP,11483877,8325,48651.901881,32069.324861
2016/03,MOHG_UK_Blue449,332932,Active,,Yes,USD,7619552,12130,55382.965653,38470.770596
2016/08,Net-A-Porter_UK_Zenith,633491,Active,,No,GBP,96295,103,613.213865,429.254940
2016/09,Hästens_UK_Zenith,1171837,Active,,No,GBP,100006,164,1041.966197,729.385235
2016/03,Disney Worldwide_UK_Blue449,357260,Active,,No,GBP,169286,126,865.874551,604.299011
2016/02,Disney Worldwide_UK_Blue449,357260,Active,,No,GBP,413983,242,1838.824946,1285.791049
2016/09,SCA_UK_Zenith (non-DCM),707139,Active,,Yes,GBP,1594821,13610,24980.668324,16866.792189
2016/01,Mont Blanc_UK_Zenith,265734,Active,,No,GBP,1,0,0.052332,0.036633
2016/01,Qantas_UK_Zenith,213534,Active,,Yes,GBP,7800066,5447,38611.297705,26528.423258
2016/02,Aer_Lingus_UK_Starcom_2016,898555,Active,2416302,Yes,GBP,667089,435,3904.987679,2605.257802
2016/02,MOHG_UK_Blue449 DFA USD,542441,Active,,Yes,USD,10232221,4186,40102.162866,27051.022147
2016/03,Qantas_UK_Zenith International,475267,Active,,Yes,GBP,537213,642,1769.189405,1236.827099
2016/02,Lexus Pan Euro_UK_Zenith International DCM Parent,812132,Active,,No,EUR,398,0,3.527360,2.164176
2016/06,ACER_UK_Zenith,283933,Active,,Yes,GBP,4895791,3235,11231.745487,7862.319156
2016/12,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,22987322,19166,48396.653067,32053.260814
2017/01,Elemis_UK_Zenith,960943,Active,,Yes,GBP,440534,1241,1936.887712,1345.985777
2016/02,Aviva_UK_Zenith,3601,Active,,Yes,GBP,19743798,14021,88658.092658,58274.689587
2016/05,Lexus (Non DFA)_UK_Zenith,461838,Active,,Yes,GBP,1240939,299,8015.055840,3548.383279
2016/04,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,5325171,3341,25405.235074,17312.398381
2016/08,Sanofi_UK_Zenith,7258,Active,,No,GBP,544131,1042,2291.386498,1530.161165
2016/09,Next_UK_Zenith,378754,Active,,No,GBP,18109933,21690,87777.868001,61004.464996
2016/11,Christies_UK_Zenith International,914143,Active,,Yes,GBP,39502057,24386,125913.843302,82079.369090
2016/03,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,12412298,9134,30885.006251,19860.859895
2016/03,Starcom_UK_Royal London,926451,Active,4978974,Yes,GBP,1410912,783,15613.636221,10902.487496
2016/02,Samsung_UK_Starcom,5282,Active,,No,GBP,6387,15,42.691042,29.639048
2016/01,Omega_UK_Zenith,201041,Active,,Yes,GBP,5811109,6059,27693.520158,19421.546090
2016/03,National Geographic_UK_Blue449,420233,Active,,Yes,GBP,1522445,9010,18826.662974,12964.861444
2016/04,Qantas_UK_Zenith International,475267,Active,,No,GBP,724,1,2.701529,1.819261
2016/08,Hästens_UK_Zenith,1171837,Active,,No,GBP,144407,187,1369.690912,958.795333
2016/07,Toyota_UK_Zenith,5071,Active,,No,GBP,9997883,13547,103176.190057,72307.198431
2016/12,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,27406418,28713,120672.340746,76884.823149
2016/09,Lexus_UK_Zenith,5072,Active,,Yes,GBP,3514908,3630,19685.733078,13145.629870
2017/01,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,690655,1562,8410.572646,5888.242593
2016/01,Lombard_UK_Zenith,883545,Active,,Yes,GBP,4047498,6670,9926.220953,6772.108194
2016/01,Oxfam_UK_Zenith (non DCM),761850,Active,,Yes,GBP,478321,3753,6445.567323,4511.954552
2016/04,Aviva_UK_Zenith (non-DCM),861631,Active,,No,GBP,214798,7969,3582.897516,2370.271000
2017/01,Net-A-Porter_UK_Zenith,633491,Active,,No,GBP,454384,596,3042.458185,2070.704363
2016/01,SCA_UK_Zenith (non-DCM),707139,Active,,Yes,GBP,1609569,6540,17245.452279,11644.481422
2016/02,Centerparcs_UK_Blue449,414245,Active,,Yes,GBP,13901538,25231,45197.693028,29097.144996
2016/07,Molson Coors_UK_Zenith (DCM),676041,Active,,No,GBP,98740,1976,2442.109218,1709.502242
2016/12,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,1387,13,35.151890,24.443250
2016/05,Aviva_UK_Zenith,3601,Active,,Yes,GBP,26268835,14560,101049.795980,64731.837543
2016/11,Harvey Nichols_UK_Zenith,662673,Active,,No,GBP,92429,1336,2444.108098,1710.896546
2016/03,Lidl_UK_Starcom NEW,707063,Active,,Yes,GBP,800014,1547,4781.444153,2937.962563
2016/05,International Watch Company_UK_Zenith,295448,Active,,Yes,GBP,1005754,942,4287.670174,2774.771870
2016/12,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,8532312,5068,53261.832708,33213.654757
2016/05,Lombard_UK_Zenith,883545,Active,,No,GBP,83246,36,407.499388,280.922511
2016/02,Lexus_UK_Zenith,5072,Active,,Yes,GBP,6302643,4913,33657.191495,22063.269352
2016/04,Next_UK_Zenith,378754,Active,,No,GBP,13663386,13347,51179.542405,34831.277648
2017/01,Next_UK_Zenith,378754,Active,,Yes,GBP,166481002,152804,317836.844298,212525.899224
2017/01,Lombard_UK_Zenith,883545,Active,,Yes,GBP,9,5,0.001144,0.000801
2016/07,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,8249198,5808,19062.376484,12797.803939
2016/04,KFC_UK_Blue449,595178,Active,,Yes,GBP,28667523,85769,263246.621223,183775.801785
2016/12,Lombard_UK_Zenith,883545,Active,,No,GBP,292543,705,3615.246426,2530.703361
2016/03,Delta Airline_UK_Zenith International,117532,Active,,No,GBP,70666,90,377.694831,264.389608
2016/04,CarphoneWarehouse2_UK_Blue449,573839,Active,,No,GBP,133484,1684,1652.994402,1157.110203
2017/01,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,20378192,10168,118857.108958,75838.262561
2016/11,Birds Eye_UK_Zenith,1225156,Active,,Yes,GBP,2377548,4220,41594.871905,29116.969379
2016/03,Aviva_UK_Zenith,3601,Active,,No,GBP,3199553,2397,13516.778410,8827.875528
2016/05,Next_UK_Zenith,378754,Active,,No,GBP,17732536,18252,71717.979822,49038.247395
2016/11,Lexus (Non DFA)_UK_Zenith,461838,Active,,Yes,GBP,281449,3857,6652.207317,4627.179845
2016/04,Coty_UK_Zenith,737469,Active,,No,GBP,4260350,20820,44303.012989,33504.474596
2016/04,Creative Content_UK_Zenith,790042,Active,,Yes,GBP,2,0,0.064667,0.044961
2016/02,BlueCross_UK_Blue449,733732,Active,,Yes,GBP,1216474,757,3896.639156,2727.683007
2016/03,Costa_UK_Zenith,586631,Active,,No,GBP,702979,12177,5069.204957,3494.894924
2016/06,Coty_UK_Zenith,737469,Active,,No,GBP,511719,2680,2423.852902,1620.722342
2016/06,Maxxium_UK_Zenith_Non-DCM,1117458,Active,,No,GBP,15722,48,246.580290,172.503150
2016/05,Aviva_UK_Zenith,3601,Active,,No,GBP,4969497,5359,22378.733115,14308.856808
2016/06,Merial_UK_Zenith,322662,Active,,No,GBP,2,0,0.007667,0.004822
2016/02,Centerparcs_UK_Blue449,414245,Active,,No,GBP,1936617,9604,15480.845295,9406.246832
2016/03,Qantas_UK_Zenith,213534,Active,,Yes,GBP,9850997,10497,41688.357415,28152.177455
2016/03,Starcom_UK_Royal London,926451,Active,4978974,No,GBP,70,0,0.952719,0.664979
2016/05,Lombard_UK_Zenith (non DCM),896234,Active,,No,GBP,6379,0,168.673445,118.072852
2016/07,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,1546566,745,6843.187169,4743.470892
2016/01,SCA_UK_Zenith (non-DCM),707139,Active,,No,GBP,357332,2319,8131.556941,5692.144852
2016/11,Christies_UK_Zenith International,914143,Active,,No,GBP,3200338,5477,44914.702078,31294.079005
2016/03,CarphoneWarehouse2_UK_Blue449,573839,Active,,Yes,GBP,26390973,28201,56037.146967,38931.122045
2016/03,SCA_UK_Zenith (non-DCM),707139,Active,,Yes,GBP,54913,347,1200.992776,840.705199
2016/05,TNTO_UK_Zenith,197434,Active,,No,GBP,4266,0,28.235484,18.573925
2016/12,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,4089767.93,2837,24467.571711,16872.242624
2016/07,Qantas_UK_Zenith International,475267,Active,,Yes,GBP,687867,719,2354.888831,1648.446177
2016/07,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,736858,9189,13019.883058,9079.574847
2016/10,Omega_UK_Zenith,201041,Active,,Yes,GBP,9709484,7993,33254.999988,21418.113600
2016/03,Dixons_UK_Blue449-DCM,662172,Active,,No,GBP,8541281,8067,28333.378442,19833.619803
2016/03,EastMidlandsTrains_UK_Blue449,717237,Active,,Yes,GBP,2326254,4960,20032.202288,14022.758803
2016/11,Omega_UK_Zenith,201041,Active,,Yes,GBP,12833714,10742,39957.267206,26949.686307
2016/03,Lexus (Non DFA)_UK_Zenith,461838,Active,,No,GBP,2557476,28176,33990.157531,23793.430657
2016/05,Christies_UK_Zenith International,914143,Active,,No,GBP,4772575,4192,43379.820475,30147.682742
2016/05,KFC_UK_Blue449,595178,Active,,No,GBP,102829,1912,2344.943583,1641.480519
2016/02,Calor Gas-NON DFA_UK_Blue449,354835,Active,,Yes,GBP,75760,355,976.907622,683.846536
2016/11,Hästens_UK_Zenith,1171837,Active,,Yes,GBP,452344,855,3488.645690,2442.081779
2016/05,Qantas_UK_Zenith International,475267,Active,,Yes,GBP,4590387,2571,19437.409130,12304.658790
2016/01,Net-A-Porter_UK_Zenith,633491,Active,,No,GBP,9291,9,64.835399,45.385333
2016/02,Vision Express_UK_Blue449,459281,Active,,Yes,GBP,1801437,8499,10797.963547,7558.719610
2016/09,Omega_UK_Zenith,201041,Active,,No,GBP,25554,13,380.829755,265.987939
2016/05,Toyota_UK_Zenith,5071,Active,,Yes,GBP,10107003,12329,46509.132557,30813.271759
2016/07,Costa_UK_Zenith,586631,Active,,Yes,GBP,6216844,26345,15977.690481,9456.890998
2016/09,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,2978144,57545,34590.129443,24100.811137
2016/07,SCA_UK_Zenith (non-DCM),707139,Active,,No,GBP,990524,2078,20883.732290,15846.816220
2016/10,Lexus (Non DFA)_UK_Zenith,461838,Active,,Yes,GBP,269705,1085,5827.841103,4060.138948
2016/11,Molson Coors_UK_Zenith (DCM),676041,Active,,Yes,GBP,533198,235,7991.933092,5594.460578
2016/01,Centerparcs_UK_Blue449,414245,Active,,No,GBP,2280470,9588,17861.036226,10488.340265
2016/01,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,1375465,3036,7213.869180,4970.236396
2016/05,Christies_UK_Zenith International,914143,Active,,Yes,GBP,20835674,18733,98554.674879,64088.823518
2016/02,Tetley Tea_UK_Starcom,443184,Active,,Yes,GBP,841248,437,14499.520394,9871.066955
2016/04,Calor Gas_UK_Blue449,355235,Active,,Yes,GBP,2874006,2263,8852.242200,6392.232220
2016/04,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,100962869,56692,179925.317507,121496.590358
2016/08,SCA_UK_Zenith,543450,Active,,No,GBP,195537,156,1408.708306,979.767932
2016/01,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,843080,3117,11013.777577,7560.906429
2016/03,Dixons_UK_Blue449-DCM,662172,Active,,Yes,GBP,81952152,45489,134456.826911,94121.005034
2016/04,KFC_UK_Blue449,595178,Active,,No,GBP,3008938,55325,62714.364964,43900.725290
2016/04,Qantas_UK_Zenith International,475267,Active,,Yes,GBP,1127817,968,4593.423455,2862.298340
2016/07,Vemedia_UK_Zenith,639653,Active,,No,GBP,396,0,1.280677,0.896485
2016/08,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,2675407,40434,35027.184860,24445.861913
2016/02,Elemis_UK_Zenith,960943,Active,,No,GBP,28,0,0.084478,0.058493
2016/05,Swarovski_UK_Zenith,144532,Active,,Yes,GBP,3262561,2323,15170.673651,7353.755714
2016/06,Lexus (Non DFA)_UK_Zenith,461838,Active,,No,GBP,160784,776,3540.037333,2448.489307
2016/01,BlueCross_UK_Blue449,733732,Active,,Yes,GBP,1039670,628,3332.126050,2332.519517
2016/01,Piaget_UK_Zenith,637863,Active,,No,GBP,1,0,0.002153,0.001507
2016/08,NAS_UK_Zenith,997302,Active,,Yes,GBP,394430,527,1146.864497,745.024718
2016/01,David Lloyd_UK_Blue449,641261,Active,,No,GBP,31,0,0.066552,0.046587
2016/05,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,3986778,3338,16629.173810,11331.469635
2016/09,Staples_UK_Zenith International_GBP,1212433,Active,,Yes,GBP,2229369,1311,12832.233740,8348.657301
2016/12,SCA_UK_Zenith (non-DCM),707139,Active,,No,GBP,114300,783,4098.859961,2869.236974
2017/01,Toyota_UK_Zenith,5071,Active,,Yes,GBP,18823679,16384,103246.176462,65441.015070
2016/01,Aviva_UK_Zenith (non-DCM),861631,Active,,No,GBP,8,0,0.148721,0.101569
2016/07,Coty_UK_Zenith,737469,Active,,No,GBP,39082,10,167.258050,117.081909
2016/11,John Frieda_UK_Zenith,272335,Active,,Yes,GBP,2549035,2860,24965.871933,18316.531428
2016/01,Tetley Tea_UK_Starcom,443184,Active,,No,GBP,10936,14,234.242196,163.947989
2016/03,Toyota_UK_Zenith,5071,Active,,No,GBP,23990012,21810,189966.689046,132212.977593
2017/01,Staples_UK_Zenith International_EUR,507840,Active,,No,EUR,104161,98,1013.784022,685.291365
2016/01,Unipart_UK_Blue449,388341,Active,,No,GBP,93302,82,936.091236,653.015977
2016/02,Lidl_UK_Starcom NEW,707063,Active,,Yes,GBP,43060034,59459,235845.349523,139325.823974
2016/04,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,30894762,24181,174793.170998,118246.557822
2016/06,Qantas_UK_Zenith,213534,Active,,No,GBP,21385,19,107.989232,75.214376
2016/09,Qantas_UK_Zenith,213534,Active,,Yes,GBP,1603311,1287,7101.114983,4935.620682
2017/01,ACER USD_UK_Zenith International,290566,Active,,No,USD,384420,6041,7417.130735,5176.176576
2016/01,Omega_UK_Zenith (non DCM),707641,Active,,Yes,GBP,1641710,4192,20224.580128,13846.521158
2016/02,BBC Store_UK_Zenith,813934,Active,,Yes,GBP,32826810,26137,81297.330878,56909.015836
2016/02,Costa_UK_Zenith,586631,Active,,No,GBP,155770,110,458.230219,320.765069
2016/05,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,29599214,31799,168427.456287,112675.195724
2016/11,SCA_UK_Zenith,543450,Active,,Yes,GBP,15103943,10086,26119.295108,18212.056094
2016/01,Entertainment One_UK_Zenith,8451,Active,,No,GBP,177314,244,2380.461864,1663.293251
2016/03,CarphoneWarehouse2_UK_Blue449,573839,Active,,No,GBP,943534,13532,18145.972276,12702.585455
2016/03,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,42896023,27252,205181.798281,131818.241275
2016/06,KFC_UK_Blue449,595178,Active,,Yes,GBP,2140734,7886,18422.479414,12895.983193
2016/07,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,6515080,8416,40692.529627,28153.572132
2016/03,Disney Worldwide_UK_Blue449,357260,Active,,Yes,GBP,4277705,4207,14325.524193,9504.973879
2016/08,Next_UK_Zenith,378754,Active,,Yes,GBP,260490760,250781,685751.272721,452811.666177
2016/10,Toyota_UK_Zenith,5071,Active,,Yes,GBP,12017930,9075,63039.516261,39433.051819
2017/01,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,13468681,24182,64698.066639,45145.120153
2016/01,Lexus_UK_Zenith,5072,Active,,No,GBP,3496682,6444,47634.254366,33344.280901
2016/03,Haribo_UK_Blue449,398744,Active,,Yes,GBP,6806577,67446,76141.319107,52750.436633
2016/01,Oxfam_UK_Zenith (non DCM),761850,Active,,No,GBP,64,1,1.481408,1.036998
2016/02,Calor Gas_UK_Blue449,355235,Active,,No,GBP,16220,6,38.737551,27.909505
2016/05,Mont Blanc_UK_Zenith,265734,Active,,Yes,GBP,81103,81,846.480487,592.543571
2016/12,Bottega Veneta (Non-DCM)_UK_Zenith,1423233,Active,,No,GBP,1095787,1055,23680.111616,16576.280346
2016/02,Tetley Tea_UK_Starcom,443184,Active,,No,GBP,39454,14,999.442792,699.450205
2016/03,Elemis_UK_Zenith,960943,Active,,Yes,GBP,824393,786,3793.677241,2562.608064
2016/01,Disney Worldwide_UK_Blue449,357260,Active,,Yes,GBP,8724811,28145,54176.811936,37219.202946
2016/06,Sanofi_UK_Zenith,7258,Active,,Yes,GBP,2710390,905,8686.878993,5647.702324
