Date,Advertiser,Advertiser Currency Code,Inventory Contract,Impressions,Clicks,Advertiser Cost (Adv Currency),Media Cost (Adv Currency)
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_Conde Nast__Women_Floor_AdX_TTD_AODWide_UK_970x250,1811,1,"24,704443133801752","17,283292497643788"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hearst__Women_Floor_AdX_TTD_John Frieda_UK_970x250,621,2,"14,371860861690492","10,056940666630452"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hello__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,4881,5,"84,895052630247227","59,40009109325412"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_JustPremium_ROS_Floor £27_Improve Digital_TheTradeDesk_John Frieda_UK_Standard,23341,409,"601,45477282215116","420,8920230746616"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_JustPremium_ROS_Floor £27_OpenX_TheTradeDesk_John Frieda_UK_Standard,23074,388,"595,3174817241223","416,59736455732824"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_Mail Online__Women_Floor_AdX_TTD_John Frieda_UK_970x250,880,0,"14,355827747706588","10,044310758943938"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted Fashion & Style_Floor_18_AdX_TTD_John Frieda_Billboard,3825,2,"76,346883457179988","53,422101143928"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted T Mag_Floor_18_AdX_TTD_John Frieda_Billboard,1625,2,"32,523994742660073","22,694953668552"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted Wellness Section_Floor_18_AdX_TTD_John Frieda_Billboard,699,0,"13,990333658887981","9,762330141432"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_OK__ROS_Floor_aDx_ttd_John Frieda_UK_970x250,6932,8,"90,415063413615927","63,252962338038"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_Stylist__ROS_Floor_PubMatic_TTD_John Frieda_UK_970x250,1927,4,"53,557081577059453","37,479531705011313"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_Sublime Skinz_ROS_Floor 20_Improve Digital_TheTradeDesk_John Frieda_Sheer Blonde_UK_Standard,57578,660,"1968,9864639387623","1375,7455332673115"
07/09/2017,John Frieda_UK_Zenith,GBP,PMP_TimeInc__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,8,0,"0,234983772091133","0,164135010658923"
07/09/2017,John Frieda_UK_Zenith,GBP,,204655,251,"1359,0787133099617","769,71960229766968"
07/09/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,81414,2669,"1533,5024608711333","1073,0106880480819"
07/09/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,105590,120,"418,10061356225057","240,3864048860406"
07/09/2017,Mercedes-Benz_UK_Zenith,GBP,,1499912,1512,"6541,8975893620254","4099,6934880843558"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_Bauer__Women_Floor_Rubicon_TTD_AODWide_UK_970x250,2615,7,"114,55029137423775","80,070157702182155"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_Conde Nast_Women_Floor_Index Exchange_TTD_John Frieda_UK_970x250,4391,1,"66,89614285577958","46,8036098451504"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_Conde Nast__Women_Floor_AdX_TTD_AODWide_UK_970x250,1658,1,"22,463938972567266","15,715810128081384"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hearst__Women_Floor_AdX_TTD_John Frieda_UK_970x250,513,1,"14,149419298577963","9,901831016318532"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hello__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,4996,2,"87,121878849249707","60,95837121183876"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_JustPremium_ROS_Floor £27_Improve Digital_TheTradeDesk_John Frieda_UK_Standard,23423,449,"600,83999578744339","420,46180826621664"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_JustPremium_ROS_Floor £27_OpenX_TheTradeDesk_John Frieda_UK_Standard,23225,340,"596,54015397769666","417,45298411023636"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_Mail Online__Women_Floor_AdX_TTD_John Frieda_UK_970x250,872,1,"14,204183190589882","9,938224924420946"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted Fashion & Style_Floor_18_AdX_TTD_John Frieda_Billboard,3758,1,"74,656298419047294","52,239150369648"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted T Mag_Floor_18_AdX_TTD_John Frieda_Billboard,3302,0,"65,761134547032421","45,887489727552"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted Wellness Section_Floor_18_AdX_TTD_John Frieda_Billboard,706,0,"14,065273094189017","9,814622211504"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_OK__ROS_Floor_aDx_ttd_John Frieda_UK_970x250,6843,3,"89,4138748331283","62,55278190999816"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_Stylist__ROS_Floor_PubMatic_TTD_John Frieda_UK_970x250,2458,4,"64,146731840695715","44,889472617512839"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_Sublime Skinz_ROS_Floor 20_Improve Digital_TheTradeDesk_John Frieda_Sheer Blonde_UK_Standard,55462,676,"1889,6148808451004","1320,2903392868942"
08/09/2017,John Frieda_UK_Zenith,GBP,PMP_TimeInc__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,8,0,"0,234716950192262","0,163949699666142"
08/09/2017,John Frieda_UK_Zenith,GBP,,201173,259,"1364,5891079954841","780,68165164351162"
08/09/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,51756,2023,"971,04694452606165","679,45371601219673"
08/09/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,50884,56,"205,57292107484565","118,16338883704608"
08/09/2017,Mercedes-Benz_UK_Zenith,GBP,,1186805,1111,"5149,6703087924067","3226,9216072162993"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_Bauer__Women_Floor_Rubicon_TTD_AODWide_UK_970x250,2636,3,"115,05223356264388","80,421396672248378"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_Conde Nast_Women_Floor_Index Exchange_TTD_John Frieda_UK_970x250,3885,0,"58,777428820733837","41,1233851278624"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_Conde Nast__Women_Floor_AdX_TTD_AODWide_UK_970x250,2264,1,"30,490588452802656","21,33127975434828"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hearst__Women_Floor_AdX_TTD_John Frieda_UK_970x250,522,1,"14,380566245440561","10,063605016122724"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hello__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,4002,6,"69,496111516956754","48,6258430770288"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_JustPremium_ROS_Floor £27_Improve Digital_TheTradeDesk_John Frieda_UK_Standard,23610,374,"601,44881649143972","420,88785489411584"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_JustPremium_ROS_Floor £27_OpenX_TheTradeDesk_John Frieda_UK_Standard,23382,300,"596,4013172265574","417,3558275053024"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_Mail Online__Women_Floor_AdX_TTD_John Frieda_UK_970x250,884,1,"14,34296945097845","10,035343533045635"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted Fashion & Style_Floor_18_AdX_TTD_John Frieda_Billboard,2205,1,"43,510339811193738","30,445431024096"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted T Mag_Floor_18_AdX_TTD_John Frieda_Billboard,2705,5,"53,502946949824909","37,333835979264"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted Wellness Section_Floor_18_AdX_TTD_John Frieda_Billboard,718,0,"14,206198182609114","9,91295848224"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_OK__ROS_Floor_aDx_ttd_John Frieda_UK_970x250,6890,4,"89,748558574993368","62,78706520889088"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_Stylist__ROS_Floor_PubMatic_TTD_John Frieda_UK_970x250,1852,1,"56,596948379638708","39,607963986921462"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_Sublime Skinz_ROS_Floor 20_Improve Digital_TheTradeDesk_John Frieda_Sheer Blonde_UK_Standard,47820,745,"1566,3200747814367","1094,3346394689067"
09/09/2017,John Frieda_UK_Zenith,GBP,PMP_TimeInc__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,4,0,"0,117386543750092","0,081995841112944"
09/09/2017,John Frieda_UK_Zenith,GBP,,197690,268,"1207,0953547875333","672,45574648175485"
09/09/2017,Mercedes-Benz_UK_Zenith,GBP,,628408,730,"2977,16502349789","1834,2009333010435"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_Bauer__Women_Floor_Rubicon_TTD_AODWide_UK_970x250,2634,7,"114,73539171466327","80,199738101351718"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_Conde Nast_Women_Floor_Index Exchange_TTD_John Frieda_UK_970x250,4002,6,"60,527150208049086","42,34757046432"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_Conde Nast__Women_Floor_AdX_TTD_AODWide_UK_970x250,2148,3,"28,84364092259841","20,17904120754342"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hearst__Women_Floor_AdX_TTD_John Frieda_UK_970x250,513,0,"14,205949450553325","9,941421889142456"
