"Date","Advertiser ID","Advertiser","Country","Time Zone","Order ID","External Order ID","Order Name","Order Start Date","Order End Date","Order Currency","Order Budget","Line Item ID","Line Item","External Line Item ID","Line Item Start Date","Line Item End Date","Line Item Budget","Creative ID","Creative","Size","Supply Cost","AAP Platform Fee","Agency Fee","AAP Audience Fee","3p Fee - Integral Ad Science","3p Fee - Integral Ad Science (absorbed)","3p Fee - DoubleVerify","3p Fee - DoubleVerify (absorbed)","3p Fee - Doubleclick Campaign Manager","3p Fee - Doubleclick Campaign Manager (absorbed)","3p Fee - ComScore","3p Fee - ComScore (absorbed)","3p Fee - CPM 1","3p Fee - CPM 1 (absorbed)","3p Fee - CPM 2","3p Fee - CPM 2 (absorbed)","3p Fee - CPM 3","3p Fee - CPM 3 (absorbed)","3p Fee - Automotive","3p Fee - Automotive (absorbed)","Total 3p Fees","Total Cost","Impressions","CPM","Clickthroughs","CTR","CPC","Interactions","Interaction Rate","Video Impression","Video Click","Video Creative View","Video End State Click","Video Start","Video First Quartile","Video Midpoint","Video Third Quartile","Video Complete","Video Pause","Video Resume","Video Replay","Video Skip Back","Video Skip Forward","Video Mute","Video Unmute","Mobile Ad Close","Mobile Call To Action","Mobile Video Start","Mobile Video Stop","DPV","DPVR","DPV - Views","DPV - Clicks","CPDPV","PRPV","PRPVR","PRPV - Views","PRPV - Clicks","CPPRPV","ATL","ATLR","ATL - Views","ATL - Clicks","CPATL","ATC","ATCR","ATC - Views","ATC - Clicks","CPATC","Purchase","Purchase Rate","Purchase - Views","Purchase - Clicks","Cost Per Purchase","Total Pixel Events","Total Pixel Rate","Total Pixel Events - Views","Total Pixel Events - Clicks","Cost Per Pixel Event"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","8880183490702","AOD_DIY_EOU_IT_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","3552823500102","AOD_DIY_Performance_IT_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","7286862080902","AOD_DIY_EOU_IT_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","9568588380002","AOD_DIY_EOU_IT_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","7343573070802","AOD_DIY_Time_IT_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","1970682740102","AOD_DIY_Performance_IT_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","7425476130002","AOD_DIY_Time_IT_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","2781014000102","AOD_Need_Helpers_EOU_IT_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","5421042480202","AOD_Need_Helpers_Performance_IT_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","5324411150902","AOD_Need_Helpers_Performance_IT_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","8454617150002","AOD_Need_Helpers_Performance_IT_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","5579041230002","AOD_Need_Helpers_Performance_IT_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","3209431940602","AOD_Need_Helpers_Time_IT_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","4573139650702","AOD_Mac_Lovers_Value_IT_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","2209563340802","AOD_Mac_Lovers_EOU_IT_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","8728388770902","AOD_Need_Helpers_Time_IT_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","2614136300202","AOD_Need_Helpers_Performance_IT_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","8669534390502","AOD_Mac_Lovers_Value_IT_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","6349252880502","AOD_Need_Helpers_Time_IT_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","1366144350202","AOD_Need_Helpers_Time_IT_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","7630741010402","AOD_Need_Helpers_Performance_IT_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","3860847740802","AOD_Need_Helpers_Value_IT_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","2131208140302","AOD_Need_Helpers_Time_IT_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","8795591340702","AOD_Need_Helpers_EOU_IT_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","6270595730202","AOD_Mac_Lovers_Value_IT_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","3757100980002","AOD_Need_Helpers_Time_IT_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","6141646980502","AOD_Mac_Lovers_EOU_IT_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","8773353690602","AOD_Mac_Lovers_Value_IT_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","3349662510202","AOD_Need_Helpers_EOU_IT_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0000%","2","0","0.00000"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","2444153380802","AOD_Need_Helpers_Value_IT_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","7119016900902","AOD_Mac_Lovers_EOU_IT_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","2186629520602","AOD_Mac_Lovers_EOU_IT_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","9789741250402","","Crucial_IT_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1140.00","5982451030702","Crucial_IT_Prospecting_Crucial lookalikes","","03-Apr-2017","30-Apr-2017","1140.00","4004305640802","AOD_Need_Helpers_Value_IT_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
