"Date","Advertiser ID","Advertiser","Country","Time Zone","Order ID","External Order ID","Order Name","Order Start Date","Order End Date","Order Currency","Order Budget","Line Item ID","Line Item","External Line Item ID","Line Item Start Date","Line Item End Date","Line Item Budget","Creative ID","Creative","Size","Supply Cost","AAP Platform Fee","Agency Fee","AAP Audience Fee","3p Fee - Integral Ad Science","3p Fee - Integral Ad Science (absorbed)","3p Fee - DoubleVerify","3p Fee - DoubleVerify (absorbed)","3p Fee - Doubleclick Campaign Manager","3p Fee - Doubleclick Campaign Manager (absorbed)","3p Fee - ComScore","3p Fee - ComScore (absorbed)","3p Fee - CPM 1","3p Fee - CPM 1 (absorbed)","3p Fee - CPM 2","3p Fee - CPM 2 (absorbed)","3p Fee - CPM 3","3p Fee - CPM 3 (absorbed)","3p Fee - Automotive","3p Fee - Automotive (absorbed)","Total 3p Fees","Total Cost","Impressions","CPM","Clickthroughs","CTR","CPC","Interactions","Interaction Rate","Video Impression","Video Click","Video Creative View","Video End State Click","Video Start","Video First Quartile","Video Midpoint","Video Third Quartile","Video Complete","Video Pause","Video Resume","Video Replay","Video Skip Back","Video Skip Forward","Video Mute","Video Unmute","Mobile Ad Close","Mobile Call To Action","Mobile Video Start","Mobile Video Stop","DPV","DPVR","DPV - Views","DPV - Clicks","CPDPV","PRPV","PRPVR","PRPV - Views","PRPV - Clicks","CPPRPV","ATL","ATLR","ATL - Views","ATL - Clicks","CPATL","ATC","ATCR","ATC - Views","ATC - Clicks","CPATC","Purchase","Purchase Rate","Purchase - Views","Purchase - Clicks","Cost Per Purchase","Total Pixel Events","Total Pixel Rate","Total Pixel Events - Views","Total Pixel Events - Clicks","Cost Per Pixel Event"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","6128610180802","AOD_DIY_Time_UK_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","8387493600602","AOD_Mac_Lovers_EOU_UK_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","9593895480302","AOD_DIY_Time_UK_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","2851844270502","AOD_DIY_Performance_UK_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","1503593880402","AOD_DIY_Performance_UK_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","9579228340702","AOD_Mac_Lovers_Value_UK_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","5800870760702","AOD_DIY_Value_UK_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","3025522680602","AOD_DIY_Value_UK_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","2910703400402","AOD_Mac_Lovers_EOU_UK_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","6430911340402","AOD_DIY_Time_UK_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","2756653020102","AOD_DIY_Time_UK_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","8522579130602","AOD_Mac_Lovers_Value_UK_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","3544850140702","AOD_Mac_Lovers_Value_UK_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","9631579550402","AOD_Mac_Lovers_EOU_UK_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","1519003550002","AOD_Mac_Lovers_Value_UK_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","8232236190702","AOD_Mac_Lovers_Time_UK_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","8962576260302","AOD_Mac_Lovers_EOU_UK_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","2035621570902","AOD_DIY_EOU_UK_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","1988286290202","AOD_Mac_Lovers_EOU_UK_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0000%","1","0","0.00000"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","9912300790102","AOD_DIY_Value_UK_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","3481012930102","AOD_Mac_Lovers_Performance_UK_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","5271399230102","AOD_Mac_Lovers_Time_UK_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","7200460950202","AOD_DIY_EOU_UK_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","6387785920002","AOD_DIY_EOU_UK_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","8928948440402","AOD_Mac_Lovers_Time_UK_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","3399670900802","AOD_Mac_Lovers_Performance_UK_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","7732860840002","AOD_Mac_Lovers_Time_UK_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","6839549700202","AOD_Mac_Lovers_Performance_UK_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","2885907290802","AOD_Mac_Lovers_Value_UK_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","3505039120302","AOD_Mac_Lovers_Time_UK_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","4145356350902","AOD_Mac_Lovers_Performance_UK_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","1274710210102","AOD_DIY_Value_UK_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","9843374010202","AOD_DIY_EOU_UK_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","8113709590902","AOD_Mac_Lovers_Performance_UK_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","6521455010302","Crucial_UK_Zenith","UK","Europe/London","1695443590102","","Crucial_UK_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","4940.00","6201320160002","Crucial Fans","","03-Apr-2017","30-Apr-2017","4940.00","2475137380202","AOD_Mac_Lovers_Time_UK_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
