Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Line Item,Line Item ID,Line Item Status,Line Item Integration Code,Targeted Data Providers,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_End Quote 24 Hours,6399950,Paused,VIVAKIAOD_Retargeting,,GBP,76150,38,337.655031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote,7971951,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,127871,74,434.51044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Quotes_Desktop_AV>50%,9092337,Active,PCHCCB,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,272517,58,733.025575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Existing Customers_Retargeting_February,2959862,Paused,O-PLTW,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_End Quote 24-48 Hours,10079720,Active,PDVN1Q,,GBP,14399,3,38.37855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Prospecting_April,3191758,Paused,O-RK1W,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Sales_Tablet_AV>50%,11227530,Active,PG0JHY,BlueKai eXelate AddThis Lotame VisualDNA,GBP,80767,116,225.922809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Existing Customers_Retargeting_May,3323740,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Start Quote 24 Hours,11646985,Active,PGNJZP,,GBP,17135,6,49.39263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Data_Mobile_AV>50%,9490360,Active,PCVX3Q,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,60669,71,154.497863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Prospecting_January,2886945,Paused,O-NR27,Aviva_FIL_KEY CON TAR_AD_CPA_RTB_Desktop_AV>50%,9761269,Active,PCVX3Q,,GBP,541423,117,1183.626062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_Monday_AV>50%,10079743,Active,PDVN27,VisualDNA,GBP,6108,12,19.407506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AM_CPA_Multi_CPM_Audience Composition_Quotes_Mobile_AV>50%,9092348,Paused,PCHCCB,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,49090,74,107.014682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th,2814419,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote 24 Hours,9490331,Active,PCVX37,,GBP,89299,14,219.638597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Desktop_AV>50%,10079731,Active,PDVN27,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,7095,2,25.341985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Other_Aviva Homepage,7250151,Paused,VIVAKI AOD_RON_Retargeting,,GBP,189141,66,526.309275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Yahoo_Start Quote,7250296,Paused,VIVAKI AOD_RON_Retargeting,,GBP,86226,55,378.486172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 24 Hours,8399575,Paused,PBJWFM,,GBP,23569,2,158.310157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Ebay_Start Quote,8737497,Paused,PC20LH,,GBP,58621,14,231.175742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Tablet_AV>50%,9092336,Active,PCHCCB,Bid Manager Audiences,GBP,108928,134,268.561438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Retargeting_November,2712512,Paused,O-ML40,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_In Market,9110661,Active,PCHC9B,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,960,0,3.155332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Retargeting_January,2886946,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24-48 Hours,9762199,Active,PCVX37,,GBP,30926,12,83.984732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th,2814419,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Car Product Pages,9490320,Active,PCVX37,,GBP,29929,10,58.515307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Existing Customers_Retargeting_May,3323740,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Start Quote >24 Hours,11646986,Active,PGNJZP,,GBP,117203,34,335.283925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Retargeting_May,3323741,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_In Market,11647002,Active,PGNK02,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,1378,2,3.748399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250,6399929,Paused,VIVAKIAOD_Retargeting,,GBP,199259,45,994.546213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Prospecting,2488685,Paused,O-KF4B,Aviva_Car_REM_RTB_ABC1_Desktop_Peak,7971690,Paused,VIVAKI AOD_Desktop/Tabl et/Mobile_Prospecti ng,VisualDNA,GBP,1246665,288,3879.41394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Prospecting,2559539,Paused,O-L2PP,Aviva_PRO_AD_CPA_RTB_Tablet_AV>50%,8398864,Paused,PBJWFF,,GBP,913741,902,444.180215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Existing Customers_Retargeting_November,2709279,Paused,O-ML40,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_End Quote >48 Hours,9094167,Active,PCHC6T,,GBP,89585,13,251.574475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December,2806250,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24 Hours_AV>50%,9444744,Active,PCVX37,,GBP,52224,30,186.08442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Existing Customers_Retargeting_April,3191759,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_Multi_Multi_RTB_Existing Customers (non UKDI)_In-Market,11227554,Active,PG0J8W,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,464734,74,2164.050259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Prospecting_May,3323742,Active,O-SC7K,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Desktop_AV>50%,11647020,Active,PGNK08,Bid Manager Audiences,GBP,128943,43,349.849147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_Monday_AV>50%,8734036,Paused,PC23K9,VisualDNA,GBP,4199,3,12.701844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Existing Customers_Retargeting_December,2806248,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_Multi_Multi_RTB_Existing Customers (non UKDI)_In-Market,9444710,Active,PCVX2H,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,103671,17,451.693895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th_AI,2814423,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote >48 Hours_AV>50%,9490376,Active,PCVX37,,GBP,89468,33,207.316446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Retargeting_January,2886946,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Car Product Pages,9762195,Active,PCVX37,,GBP,146603,70,241.251989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Retargeting_March,3054348,Paused,O-QR5R,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24 Hours_AV>50%,10466927,Active,PFHN6T,,GBP,180552,89,557.671717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage,6399932,Paused,VIVAKIAOD_Retargeting,,GBP,68794,40,175.339981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Prospecting,2559539,Paused,O-L2PP,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Auto Insurance_Desktop_AV>50%,8375842,Paused,PBJWFF,Bid Manager Audiences,GBP,220031,63,262.390268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote,8399569,Paused,PBJWFM,,GBP,101850,17,620.800133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Existing Customers_Retargeting_February,2959862,Paused,O-PLTW,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_End Quote 24 Hours,10079719,Active,PDVN1Q,,GBP,24103,3,64.661257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours,7250283,Paused,VIVAKI AOD_RON_Retargeting,,GBP,2909,0,12.08569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Prospecting,2559539,Paused,O-L2PP,Aviva_PRO_3rd Party_AM_CPA_Visual DNA_CPM_ABC1_Mobile_Monday_AV>50%,8394679,Paused,PBJWFF,VisualDNA,GBP,25504,41,77.720421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Yahoo_End Quote_10 minutes,8399700,Paused,PBJWFM,,GBP,4175,6,30.140019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_AD_CPA_RTB_Tablet_AV>50%,8734044,Paused,PC23K9,,GBP,582547,511,259.900867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_AV>50%,9092344,Active,PCHCCB,VisualDNA,GBP,91387,99,279.892844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December,2806249,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Quotes_Desktop_AV>50%,9444720,Active,PCVX3Q,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,35642,5,96.718825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Retargeting_January,2886946,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote >24 Hours,9762207,Active,PCVX37,,GBP,582959,101,1125.989267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Prospecting_April,3191758,Paused,O-RK1W,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_AV>50%,11227531,Active,PG0JHY,VisualDNA,GBP,13818,1,43.534657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Retargeting_April 2,3227263,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_In Market_AV>50%,11314642,Active,PG0JFS,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,723,1,2.315201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_MSFT_Car Homepage,7648714,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,126115,141,399.274127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Ebay_Start Quote,7971933,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,94484,21,371.48129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_FIL_KEY CON TAR_AD_CPA_RTB_Tablet_AV>50%,8795971,Paused,PC23K9,,GBP,310803,188,693.663028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Ebay_End Quote 10 minutes,8737493,Paused,PC20LH,,GBP,4617,0,23.15036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Google_Mobile_AV>50%,10079746,Active,PDVN27,Bid Manager Audiences,GBP,29927,69,73.630292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Retargeting_April 2,3227263,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_In Market,11314641,Active,PG0JFS,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,1733,0,4.736783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_End Quote,6399948,Paused,VIVAKIAOD_Retargeting,,GBP,569001,192,2290.547601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Prospecting,2352595,Paused,O-HZNC,Aviva_Car_REM_RTB_ABC1_Desktop,7249591,Paused,VIVAKI AOD_RON_Prospecting ABC1 22-25,VisualDNA,GBP,1413098,378,4161.092464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours,8737524,Paused,PC20LH,,GBP,86499,70,386.625601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Retargeting_March,3054348,Paused,O-QR5R,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote >24 Hours,10466936,Active,PFHN6T,,GBP,405433,52,766.361308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Existing Customers_Retargeting_October,2646290,Paused,O-LVP9,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Start Quote,8778291,Paused,PC1ZZC,,GBP,10821,2,31.070068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Retargeting_November,2712512,Paused,O-ML40,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote 24 Hours,9110655,Active,PCHC9B,,GBP,295138,90,852.186931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th,2814418,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_Monday_AV>50%,9490309,Active,PCVX3Q,VisualDNA,GBP,594,2,1.801009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Existing Customers_Retargeting_January,2886944,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_Multi_Multi_RTB_Existing Customers (non UKDI)_In-Market,9761266,Active,PCVX2H,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,660489,139,2980.1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Retargeting_March,3054348,Paused,O-QR5R,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote 24 Hours,10466934,Active,PFHN6T,,GBP,499432,108,1171.27116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th_AI,2814423,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote >24 Hours,9490581,Active,PCVX37,,GBP,319054,53,723.879869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Retargeting_April 2,3227263,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Car Product Pages >24 Hours_AV>50%,11314633,Active,PG0JFS,,GBP,77305,45,143.711846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote,6399959,Paused,VIVAKIAOD_Retargeting,,GBP,48413,9,244.968092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Prospecting,2352595,Paused,O-HZNC,Aviva_Car_REM_RTB_ABC1_Mobile_Monday,7249595,Paused,VIVAKI AOD_RON_Prospecting ABC1 22-25,VisualDNA,GBP,48025,65,154.182916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250,7971932,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,69205,55,303.985803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December,2806249,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Tablet_AV>50%,9444719,Active,PCVX3Q,Bid Manager Audiences,GBP,10372,9,24.400146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December,2806249,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_Peak_AV>50%,9444726,Active,PCVX3Q,VisualDNA,GBP,3752,1,11.750522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Retargeting_January,2886946,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote 24 Hours_AV>50%,9762206,Active,PCVX37,,GBP,72583,58,163.815737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Prospecting_April,3191758,Paused,O-RK1W,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_Peak_AV>50%,11227533,Active,PG0JHY,VisualDNA,GBP,15083,3,47.778525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Prospecting,2488685,Paused,O-KF4B,Aviva_Car_REM_RTB_ABC1_Desktop,7971688,Paused,VIVAKI AOD_Desktop/Tabl et/Mobile_Prospecti ng,VisualDNA,GBP,1552130,357,4878.983248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%,7971960,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,34862,14,145.008398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Sales_Desktop_AV>50%,10079737,Active,PDVN27,BlueKai eXelate AddThis Lotame VisualDNA,GBP,228677,49,632.160893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AM_CPA_Multi_CPM_Audience Composition_Sales_Mobile_AV>50%,9092349,Paused,PCHCCB,BlueKai eXelate AddThis Lotame VisualDNA,GBP,72842,119,182.345362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th,2814419,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote >24 Hours,9490333,Active,PCVX37,,GBP,88831,15,205.480494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Existing Customers_Retargeting_January,2886944,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_End Quote >48 Hours,9761262,Active,PCVX2H,,GBP,138066,37,368.464367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Tablet_AV>50%,10079732,Active,PDVN27,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,433481,695,1426.261579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Sales_Tablet_AV>50%,10079738,Active,PDVN27,BlueKai eXelate AddThis Lotame VisualDNA,GBP,202554,344,598.282107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Retargeting_April 2,3227263,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24 Hours_AV>50%,11314635,Active,PG0JFS,,GBP,171305,110,544.389386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Other_Aviva Homepage,7648725,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,201108,64,551.100035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote,7648756,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,82155,22,445.860328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
